,titles,authors,ratings,num_ratings,id,img,description,pages,genre,format
5365,Adventures of the Wishing Chair,Enid Blyton,4.10,5670,480019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348521498l/480019.jpg, ,,set(),
5366,Jugend ohne Gott,Ödön von Horváth,3.87,4744,1210286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483716584l/1210286._SY475_.jpg, ,,set(),
5367,The Road to Oxiana,Robert Byron,3.92,2525,860183,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387735316l/860183.jpg, ,,set(),
5368,"An Infamous Army (Alastair-Audley, #4)",Georgette Heyer,3.63,3508,311226,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320463470l/311226.jpg, ,,set(),
5369,Infantry Attacks,Erwin Rommel,4.22,2507,250838,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391958099l/250838.jpg, ,,set(),
5370,The White Stag,Kate Seredy,3.63,3231,298523,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347752841l/298523.jpg, ,,set(),
5371,চাঁদের পাহাড়,Bibhutibhushan Bandyopadhyay,4.55,3074,7936528,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425818682l/7936528.jpg, ,,set(),
5372,Sklepy cynamonowe / Sanatorium pod Klepsydrą,Bruno Schulz,4.03,3000,2161325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378621018l/2161325.jpg, ,,set(),
5373,Descent into Hell,Charles Williams,3.97,1849,960493,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347691153l/960493.jpg, ,,set(),
5374,The Shunned House,H.P. Lovecraft,3.57,3507,8507286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344879698l/8507286.jpg, ,,set(),
5375,Men of Mathematics,Eric Temple Bell,4.10,1835,66358,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395630205l/66358.jpg, ,,set(),
5376,The Late George Apley,John P. Marquand,3.69,2111,267418,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430091833l/267418.jpg, ,,set(),
5377,"Galactic Patrol (Lensman, #3)","E.E. ""Doc"" Smith",3.98,3752,209506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388555182l/209506.jpg, ,,set(),
5378,The Importance of Living,Lin Yutang,4.09,1013,84352,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348013849l/84352.jpg, ,,set(),
5379,Swastika Night,Katharine Burdekin,3.63,1611,387373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389742192l/387373.jpg, ,,set(),
5380,Mystery in White,J. Jefferson Farjeon,3.36,3009,23350057,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421269341l/23350057.jpg, ,,set(),
5381,The Revolution Betrayed,Leon Trotsky,4.05,1314,953773,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328864309l/953773.jpg,"One of Marxism's most important texts, The Revolution Betrayed explores the fate of the Russian Revolution after Lenin's death. Written in 1936 and published the following year, this brilliant and profound evaluation of Stalinism from the Marxist standpoint prophesied the collapse of the Soviet Union and subsequent related events. The effects of the October Revolution led to the establishment of a nationalized planned economy, demonstrating the practicality of socialism for the first time. By the 1930s, however, the Soviet workers' democracy had crumbled into a state of bureaucratic decay that ultimately gave rise to an infamous totalitarian regime. Trotsky employs facts, figures, and statistics to show how Stalinist policies rejected the enormous productive potential of the nationalized planned economy in favor of a wasteful and corrupt bureaucratic system. Six decades after the publication of this classic, the shattering of Stalinist regimes in Russia and Eastern Europe has confused and demoralized countless political activists. The Revolution Betrayed offers readers of every political persuasion an insider's view of what went wrong.",240 pages,"{'History', 'Philosophy', 'Russia', 'Cultural', 'Politics', 'Nonfiction'}",
5382,"They Found Him Dead (Inspectors Hannasyde & Hemingway, #3)",Georgette Heyer,3.78,3163,311166,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1219786130l/311166.jpg, ,,set(),
5383,The Bachelor of Arts,R.K. Narayan,3.82,2577,1007172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328872383l/1007172.jpg, ,,set(),
5384,Alone: The Classic Polar Adventure,Richard Evelyn Byrd,3.98,1857,368563,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391231491l/368563.jpg, ,,set(),
5385,Northwest Passage,Kenneth Roberts,4.17,2818,103171,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328043456l/103171.jpg, ,,set(),
5386,On Guerrilla Warfare,Mao Zedong,3.87,1313,113625,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348945263l/113625.jpg,"One of the most influential documents of our time, Mao Tse-tung's pamphlet on guerrilla warfare has become the basic textbook for waging revolution in underdeveloped and emergent areas throughout the world. Recognizing the fundamental disparity between agrarian and urban societies, Mao advocated unorthodox strategies that converted deficits into advantages: using intelligence provided by the sympathetic peasant population; substituting deception, mobility, and surprise for superior firepower; using retreat as an offensive move; and educating the inhabitants on the ideological basis of the struggle. This radical new approach to warfare, waged in jungles and mountains by mobile guerrilla bands closely supported by local inhabitants, has been adopted by other revolutionary leaders from Ho Chi Minh to Che Guevara. Mao wrote On Guerrilla Warfare in 1937 while in retreat after ten years of battling the Nationalist army of Chiang Kai-shek. Twelve years later, the Nationalist Chinese were rousted from the mainland, and Mao consolidated his control of a new nation, having put his theories of revolutionary guerrilla warfare to the test. Established governments have slowly come to recognize the need to understand and devise means to counter this new method of warfare. Samuel B. Griffith's classic translation makes Mao's treatise widely available and includes a comprehensive introduction that profiles Mao, analyzes the nature and conduct of guerrilla warfare, and considers its implications for American policy.",128 pages,"{'China', 'History', 'War', 'Military Fiction', 'Cultural', 'Politics', 'Nonfiction'}",
5387,Rickshaw Boy,Lao She,3.78,1331,8016836,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348606956l/8016836.jpg, ,,set(),
5388,Sanatorium Under the Sign of the Hourglass,Bruno Schulz,4.32,1415,359559,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395149881l/359559.jpg,"This is the second and final work of Bruno Schulz, the acclaimed Polish writer killed by the Nazis during World War II. In the words of Isaac Bashevis Singer, ""What he did in his short life was enough to make him one of the most remarkable writers who ever lived."" Weaving myth, fantasy, and reality, Sanatorium Under the Sign of the Hourglass, is, to quote Schulz, ""an attempt at eliciting the history of a certain family . . . by a search for the mythical sense, the essential core of that history.""",200 pages,"{'Poland', 'Classics', 'Polish Literature', 'Cultural', 'Fiction', 'European Literature', 'Short Stories', 'Literature'}",
5389,"The Red Box (Nero Wolfe, #4)",Rex Stout,4.04,2606,77616,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286488621l/77616.jpg, ,,set(),
5390,The White Disease,Karel Čapek,4.28,2822,6710247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1250376023l/6710247.jpg, ,,set(),
5391,The Thing on the Doorstep,H.P. Lovecraft,4.09,2247,6555373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328321106l/6555373.jpg, ,,set(),
5392,Conversations in Sicily,Elio Vittorini,3.71,1544,1165806,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348212366l/1165806.jpg, ,,set(),
5393,The Neurotic Personality of Our Time,Karen Horney,4.21,1054,130384,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541759136l/130384.jpg, ,,set(),
5394,"Vintage Murder (Roderick Alleyn, #5)",Ngaio Marsh,3.81,2401,280846,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327895513l/280846.jpg, ,,set(),
5395,The Family from One End Street,Eve Garnett,4.04,1913,594970,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560711032l/594970._SY475_.jpg, ,,set(),
5396,The Complete Works of O. Henry,O. Henry,4.33,1846,31624,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328586021l/31624.jpg, ,,set(),
5397,They Came Like Swallows,William Maxwell,4.02,1533,125192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171896467l/125192.jpg, ,,set(),
5398,"The Case Is Closed (Miss Silver, #2)",Patricia Wentworth,3.83,1914,1440133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419179327l/1440133.jpg, ,,set(),
5399,Baby Island,Carol Ryrie Brink,4.03,1868,7932,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388273453l/7932.jpg, ,,set(),
5400,"Deep Summer (Plantation Trilogy, #1)",Gwen Bristow,3.88,1252,732275,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1224177819l/732275.jpg, ,,set(),
5401,"We Didn't Mean to Go to Sea (Swallows and Amazons, #7)",Arthur Ransome,4.23,1822,979766,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349097521l/979766.jpg, ,,set(),
5402,"A Figure in Hiding (Hardy Boys, #16)",Franklin W. Dixon,3.80,1662,151313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328756787l/151313.jpg, ,,set(),
5403,Mad Love,André Breton,3.83,833,110455,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347399616l/110455.jpg, ,,set(),
5404,Tears and Saints,Emil M. Cioran,4.15,1116,300448,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376966335l/300448.jpg, ,,set(),
5405,"The Case of the Late Pig (Albert Campion Mystery, #8)",Margery Allingham,3.81,1666,383184,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320434599l/383184.jpg, ,,set(),
5406,The Chrysanthemums,John Steinbeck,3.72,1391,2571737,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348611649l/2571737.jpg, ,,set(),
5407,Red Star Over China: The Classic Account of the Birth of Chinese Communism,Edgar Snow,3.93,806,400393,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347446500l/400393.jpg, ,,set(),
5408,In Parenthesis,David Jones,3.99,475,428945,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320448191l/428945.jpg, ,,set(),
5409,"Witchcraft, Oracles, and Magic Among the Azande",E.E. Evans-Pritchard,3.86,866,399247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347312309l/399247.jpg, ,,set(),
5410,Remembering Laughter,Wallace Stegner,3.80,1234,89322,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925361l/89322.jpg,"Margaret Stuart, the proud wife of a prosperous Iowa farmer, sets high standards for herself and others. Happy in her marriage, she tries to look the other way when her genial husband, Alec, takes to the bottle. When Elspeth, Margaret's sister, comes to live with them, the young woman is immediately captivated by the beauty and vitality of the farm, and by the affection she receives from those around her. But as summer turns into fall, and the friendship between Alec and Elspeth deepens, Margaret finds her spirit tested by a series of events that seem as cruel and inevitable as the endless prairie winters.Long out of print, Remembering Laughter (1937) marked Wallace Stegner's brilliant literary debut.",160 pages,"{'Literary Fiction', 'Historical', 'Classics', 'Historical Fiction', 'Novella', 'Fiction'}",
5411,پشت و رو,Albert Camus,3.71,1319,440395,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524983618l/440395.jpg, ,,set(),
5412,The Outward Room,Millen Brand,3.74,368,8320645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320525761l/8320645.jpg, ,,set(),
5413,"Dancers in Mourning (Albert Campion Mystery, #9)",Margery Allingham,3.95,1403,383201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295949068l/383201.jpg, ,,set(),
5414,The Antonio Gramsci Reader: Selected Writings 1916-1935,Antonio Gramsci,4.27,560,43112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417985553l/43112.jpg, ,,set(),
5415,After Midnight,Irmgard Keun,3.81,564,10412948,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320559938l/10412948.jpg, ,,set(),
5416,The Transcendence of the Ego: An Existentialist Theory of Consciousness,Jean-Paul Sartre,3.81,756,10035,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379150957l/10035.jpg, ,,set(),
5417,"Lord Emsworth and Others (Blandings Castle, #5.5)",P.G. Wodehouse,4.16,1290,16388,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922381l/16388.jpg, ,,set(),
5418,World Light,Halldór Laxness,4.14,646,14264,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403188715l/14264.jpg, ,,set(),
5419,Awantura o Basię,Kornel Makuszyński,3.52,1658,1610500,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1202037064l/1610500.jpg, ,,set(),
5420,Mouchette,Georges Bernanos,3.77,496,395960,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333580702l/395960.jpg, ,,set(),
5421,Wolf Among Wolves,Hans Fallada,4.15,519,3386324,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402730389l/3386324.jpg, ,,set(),
5422,Summer Moonshine,P.G. Wodehouse,4.09,1162,18060,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924422l/18060.jpg, ,,set(),
5423,Last and First Men/Star Maker,Olaf Stapledon,4.02,531,564325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865510l/564325.jpg, ,,set(),
5424,கள்வனின் காதலி [Kallvanin Kadhali],Kalki,3.77,632,9789692,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314609207l/9789692.jpg, ,,set(),
5425,Pages from the Goncourt Journals,Edmond de Goncourt,4.19,229,352815,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320436269l/352815.jpg, ,,set(),
5426,The Education of Hyman Kaplan,Leo Rosten,4.12,854,121757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408938528l/121757.jpg, ,,set(),
5427,"Achtung-Panzer!: The Development of Armoured Forces, Their Tactics and Operational Potential",Heinz Guderian,4.10,754,1060412,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180640987l/1060412.jpg, ,,set(),
5428,"Tennis Shoes (Shoes, #2)",Noel Streatfeild,3.67,557,303434,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347669907l/303434.jpg, ,,set(),
5429,Στα μυστικά του βάλτου,Penelope Delta,4.03,1102,6325302,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468581647l/6325302._SX318_.jpg, ,,set(),
5430,"Hamlet, Revenge! (Sir John Appleby, #2)",Michael Innes,3.81,895,625956,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420792446l/625956.jpg, ,,set(),
5431,The Soul of The Apostolate,Jean-Baptiste Chautard,4.54,548,753243,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387300450l/753243.jpg, ,,set(),
